Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age_conv,Employed_years
5090470,M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,-15380.0,-4509,1,0,0,0,Laborers,3,0,42.136986301369866,-12.353424657534246
5021775,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522.0,-1552,1,0,0,0,Laborers,2,0,39.78630136986301,-4.252054794520548
5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16632.0,-1679,1,0,0,0,Laborers,3,0,45.56712328767123,-4.6
5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,-8684,1,1,1,0,Accountants,2,0,57.40547945205479,-23.791780821917808
5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,Medicine staff,4,0,37.21643835616438,-17.361643835616437
5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809.0,-1222,1,0,0,0,Secretaries,1,0,29.613698630136987,-3.347945205479452
5050973,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15964.0,-7591,1,0,0,0,Core staff,2,0,43.73698630136986,-20.797260273972604
5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027.0,-5639,1,0,1,0,Managers,4,0,43.90958904109589,-15.449315068493151
5113539,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976.0,-1776,1,0,0,0,Laborers,2,0,57.46849315068493,-4.865753424657535
5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19143.0,-5498,1,1,1,0,Core staff,2,0,52.446575342465756,-15.063013698630137
5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766.0,-1935,1,0,1,0,Sales staff,2,0,26.756164383561643,-5.301369863013699
5145978,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-19538.0,-5880,1,0,0,0,Secretaries,1,0,53.52876712328767,-16.10958904109589
5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,-12334.0,-460,1,0,0,0,Accountants,4,0,33.79178082191781,-1.2602739726027397
5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007.0,-1569,1,1,1,0,Sales staff,2,0,46.59452054794521,-4.298630136986302
5105556,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19802.0,-4532,1,0,0,0,Laborers,2,0,54.25205479452055,-12.416438356164383
5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-3309,1,0,0,0,Core staff,1,0,31.07945205479452,-9.065753424657535
5009980,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644.0,-3873,1,0,0,0,Medicine staff,2,0,56.558904109589044,-10.610958904109589
5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11644.0,-344,1,0,0,0,Managers,2,0,31.9013698630137,-0.9424657534246575
5112662,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12269.0,-604,1,0,0,0,Managers,3,0,33.61369863013699,-1.6547945205479453
5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,-13188.0,-584,1,0,0,0,Laborers,1,0,36.131506849315066,-1.6
5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805.0,-1922,1,0,0,0,Sales staff,3,0,40.56164383561644,-5.265753424657534
5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726.0,-708,1,0,1,1,Core staff,3,0,48.56438356164384,-1.9397260273972603
5090954,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363.0,-12332,1,0,1,1,Medicine staff,1,0,53.04931506849315,-33.78630136986301
5143019,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768.0,-622,1,1,1,0,Laborers,2,0,32.24109589041096,-1.704109589041096
5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15770.0,-5209,1,0,0,0,Sales staff,1,0,43.205479452054796,-14.271232876712329
5042232,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12849.0,-6273,1,1,0,0,Sales staff,1,0,35.202739726027396,-17.186301369863013
5068038,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-17164.0,-9363,1,0,0,0,Medicine staff,2,0,47.02465753424657,-25.65205479452055
5095356,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-9020.0,-1039,1,0,0,0,Sales staff,1,0,24.71232876712329,-2.8465753424657536
5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11892.0,-1322,1,0,0,0,Drivers,1,0,32.58082191780822,-3.621917808219178
5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870.0,-3458,1,1,1,0,Sales staff,2,0,38.0,-9.473972602739726
5096211,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211.0,-158,1,1,0,0,Low-skill Laborers,2,0,38.93424657534246,-0.4328767123287671
5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701.0,-2457,1,0,0,0,Sales staff,2,0,45.75616438356165,-6.7315068493150685
5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678.0,-7018,1,0,0,0,Core staff,5,0,37.47397260273973,-19.22739726027397
5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990.0,-2026,1,0,0,0,Drivers,2,0,46.54794520547945,-5.550684931506849
5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18179.0,-188,1,0,0,0,Laborers,2,0,49.8054794520548,-0.5150684931506849
5149660,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11920.0,-2967,1,0,0,0,Realty agents,3,0,32.657534246575345,-8.128767123287671
5022756,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800.0,-3166,1,0,0,0,Sales staff,2,0,29.589041095890412,-8.673972602739726
5117754,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,-1649,1,0,0,0,Managers,2,0,43.865753424657534,-4.517808219178082
5125281,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280.0,-3694,1,0,0,1,Sales staff,3,0,44.602739726027394,-10.12054794520548
5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11008.0,-3697,1,0,0,0,Laborers,4,0,30.15890410958904,-10.128767123287671
5021267,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512.0,-4596,1,0,0,0,Laborers,3,0,39.75890410958904,-12.591780821917808
5125166,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970.0,-1748,1,0,0,0,Laborers,3,0,32.794520547945204,-4.789041095890411
5125524,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13865.0,-5674,1,1,1,0,Core staff,4,0,37.986301369863014,-15.545205479452054
5010089,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304.0,-1682,1,0,0,0,Laborers,2,0,28.23013698630137,-4.608219178082192
5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-16825.0,-196,1,0,0,0,Security staff,2,0,46.0958904109589,-0.536986301369863
5142763,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10021.0,-530,1,0,0,0,Sales staff,1,0,27.454794520547946,-1.452054794520548
5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202.0,-1696,1,0,0,0,Drivers,2,0,58.087671232876716,-4.646575342465753
5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765.0,-2168,1,0,0,0,Sales staff,2,0,54.15068493150685,-5.93972602739726
5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17154.0,-1649,1,0,0,0,Drivers,2,0,46.9972602739726,-4.517808219178082
5069399,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8396.0,-1509,1,1,1,0,Core staff,1,0,23.002739726027396,-4.134246575342465
5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,-17016.0,-1347,1,0,0,0,Core staff,1,0,46.61917808219178,-3.6904109589041094
5022041,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10049.0,-1405,1,0,0,1,Sales staff,2,0,27.53150684931507,-3.8493150684931505
5126124,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15185.0,-227,1,1,1,0,Medicine staff,2,0,41.602739726027394,-0.6219178082191781
5023563,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-17782.0,-9975,1,0,0,0,Core staff,1,0,48.71780821917808,-27.328767123287673
5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,-1505,1,0,0,0,High skill tech staff,1,0,25.994520547945207,-4.123287671232877
5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-18582.0,-5084,1,0,0,0,Managers,2,0,50.90958904109589,-13.92876712328767
5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-13788.0,-2905,1,0,0,0,Accountants,2,0,37.775342465753425,-7.958904109589041
5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,-12730.0,-2213,1,0,0,0,Accountants,4,0,34.87671232876713,-6.063013698630137
5126322,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778.0,-1719,1,1,1,0,High skill tech staff,2,0,48.706849315068496,-4.7095890410958905
5069227,F,Y,Y,0,166500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330.0,-962,1,0,1,0,Sales staff,2,0,47.47945205479452,-2.6356164383561644
5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,Medicine staff,1,0,47.224657534246575,-8.219178082191782
5142812,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-11648.0,-4275,1,1,1,0,Core staff,2,0,31.912328767123288,-11.712328767123287
5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18362.0,-110,1,0,0,0,Laborers,2,0,50.30684931506849,-0.3013698630136986
5087944,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,-19923.0,-2078,1,1,1,0,Cleaning staff,1,0,54.583561643835615,-5.693150684931507
5035688,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,-8377,1,0,0,0,Laborers,2,0,45.21917808219178,-22.95068493150685
5009739,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14657.0,-4392,1,1,1,0,Core staff,2,0,40.156164383561645,-12.032876712328767
5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-12272.0,-126,1,0,0,0,Core staff,3,0,33.62191780821918,-0.3452054794520548
5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,-20013.0,-7640,1,0,0,1,Managers,1,0,54.83013698630137,-20.931506849315067
5135982,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480.0,-3153,1,0,0,0,Private service staff,1,0,36.93150684931507,-8.638356164383561
5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,-14386.0,-139,1,1,1,0,Sales staff,2,0,39.413698630136984,-0.38082191780821917
5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,-16480.0,-4023,1,0,0,1,Managers,2,0,45.15068493150685,-11.021917808219179
5068888,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888,1,0,0,0,Medicine staff,2,0,64.48493150684932,-13.391780821917807
5056149,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23424.0,-14887,1,0,0,0,Laborers,2,0,64.17534246575343,-40.78630136986301
5068465,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10175.0,-1966,1,0,1,0,Private service staff,3,0,27.876712328767123,-5.3863013698630136
5137033,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301.0,-200,1,0,1,0,Laborers,3,0,39.18082191780822,-0.547945205479452
5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15182.0,-6123,1,0,0,0,Drivers,4,0,41.59452054794521,-16.775342465753425
5078842,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,-10532.0,-117,1,0,0,0,Private service staff,3,0,28.854794520547944,-0.32054794520547947
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476.0,-2625,1,0,0,0,Managers,3,0,50.61917808219178,-7.191780821917808
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,-18940.0,-1763,1,0,0,0,Sales staff,2,0,51.89041095890411,-4.83013698630137
5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20854.0,-3689,1,0,0,0,Core staff,3,0,57.134246575342466,-10.106849315068493
5100000,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15226.0,-3414,1,0,0,0,Sales staff,3,0,41.71506849315068,-9.353424657534246
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778.0,-2910,1,1,0,1,Core staff,3,0,26.78904109589041,-7.972602739726027
5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17000.0,-3412,1,0,0,0,Laborers,2,0,46.57534246575342,-9.347945205479451
5022373,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20693.0,-8036,1,0,0,0,Core staff,2,0,56.69315068493151,-22.016438356164382
5149040,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19750.0,-3608,1,0,0,0,Laborers,2,0,54.10958904109589,-9.884931506849314
5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327.0,-101,1,1,1,0,Core staff,4,0,31.03287671232877,-0.27671232876712326
5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,-10817.0,-203,1,0,1,0,Laborers,3,0,29.635616438356163,-0.5561643835616439
5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461.0,-1589,1,0,1,0,Laborers,3,0,39.61917808219178,-4.353424657534247
5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952.0,-3577,1,1,0,0,Laborers,2,0,30.005479452054793,-9.8
5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080.0,-735,1,1,0,0,Sales staff,3,0,27.616438356164384,-2.0136986301369864
5116818,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-16542.0,-8737,1,1,1,0,Core staff,1,0,45.320547945205476,-23.936986301369863
5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262.0,-1617,1,0,0,0,Core staff,2,0,47.293150684931504,-4.4301369863013695
5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-14148.0,-1591,1,1,1,0,High skill tech staff,3,0,38.76164383561644,-4.358904109589041
5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,-17958.0,-655,1,0,0,0,Sales staff,2,0,49.2,-1.7945205479452055
5021682,M,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745.0,-3653,1,0,0,0,Cleaning staff,1,0,51.35616438356164,-10.008219178082191
5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17562.0,-1261,1,0,0,0,Medicine staff,2,0,48.11506849315069,-3.4547945205479453
5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578.0,-7346,1,0,0,0,Laborers,2,0,39.93972602739726,-20.126027397260273
5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-19410.0,-5545,1,1,0,0,Managers,3,0,53.178082191780824,-15.191780821917808
5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14133.0,-3810,1,0,0,0,Sales staff,2,0,38.72054794520548,-10.438356164383562
5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-1190,1,0,1,0,Managers,3,0,43.94614265965278,-3.26027397260274
5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,-1649,1,0,0,0,Managers,2,0,43.865753424657534,-4.517808219178082
5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17538.0,-7676,1,0,1,0,Private service staff,1,0,48.04931506849315,-21.03013698630137
5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791.0,-1353,1,1,0,0,Accountants,4,0,37.78356164383562,-3.706849315068493
5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,2,0,34.41917808219178,-10.178082191780822
5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,-12417.0,-1113,1,0,1,0,Core staff,3,0,34.01917808219178,-3.0493150684931507
5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11279.0,-508,1,0,0,0,Laborers,3,0,30.9013698630137,-1.3917808219178083
5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749.0,-992,1,0,0,0,Medicine staff,2,0,32.18904109589041,-2.717808219178082
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997.0,-2289,1,0,0,1,Core staff,4,0,30.12876712328767,-6.271232876712329
5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,-19736.0,-12621,1,0,1,0,Core staff,1,0,54.07123287671233,-34.57808219178082
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-13230.0,-3643,1,0,0,1,High skill tech staff,3,0,36.24657534246575,-9.98082191780822
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-10990.0,-2174,1,0,0,0,Core staff,4,0,30.10958904109589,-5.956164383561644
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12716.0,-5336,1,0,0,0,Core staff,2,0,34.83835616438356,-14.61917808219178
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19033.0,-3535,1,0,0,0,Sales staff,2,0,52.14520547945205,-9.684931506849315
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863.0,-4407,1,0,0,0,Managers,3,0,40.72054794520548,-12.073972602739726
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942.0,-412,1,0,0,0,Drivers,2,0,29.97808219178082,-1.1287671232876713
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-9124.0,-960,1,1,0,0,Drivers,2,0,24.997260273972604,-2.6301369863013697
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-11892.0,-2543,1,0,1,0,Drivers,3,0,32.58082191780822,-6.967123287671233
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648.0,-1393,1,1,1,0,Core staff,3,0,29.172602739726027,-3.8164383561643835
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11239.0,-460,1,0,0,0,Accountants,3,0,30.791780821917808,-1.2602739726027397
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811.0,-2234,1,1,1,0,High skill tech staff,2,0,62.49589041095891,-6.120547945205479
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725.0,-1631,1,0,0,0,Core staff,4,0,34.863013698630134,-4.468493150684932
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16758.0,-1619,1,0,0,0,Waiters/barmen staff,2,0,45.912328767123284,-4.435616438356164
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838.0,-5981,1,0,0,0,Managers,2,0,51.61095890410959,-16.386301369863013
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153,1,1,0,0,Cooking staff,2,0,51.728767123287675,-8.638356164383561
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796.0,-2682,1,0,0,0,Drivers,2,0,37.797260273972604,-7.347945205479452
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047.0,-3443,1,0,0,0,Managers,3,0,33.00547945205479,-9.432876712328767
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413,1,0,0,0,Core staff,2,0,25.09315068493151,-1.1315068493150684
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454.0,-505,1,0,0,1,High skill tech staff,4,0,28.64109589041096,-1.3835616438356164
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201,1,0,0,0,Accountants,2,0,36.24931506849315,-0.5506849315068493
5149353,M,Y,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,-12208.0,-3273,1,0,0,0,Accountants,2,0,33.446575342465756,-8.967123287671233
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10253.0,-1462,1,0,0,0,Laborers,3,0,28.09041095890411,-4.005479452054795
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843.0,-2609,1,0,0,0,Managers,2,0,35.18630136986302,-7.147945205479452
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-19433.0,-521,1,1,1,0,Core staff,2,0,53.24109589041096,-1.4273972602739726
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455.0,-1321,1,0,0,0,Drivers,2,0,47.821917808219176,-3.6191780821917807
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327.0,-101,1,1,1,0,Core staff,4,0,31.03287671232877,-0.27671232876712326
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-11697.0,-614,1,0,0,0,HR staff,4,0,32.04657534246575,-1.6821917808219178
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17579.0,-1904,1,1,0,0,Laborers,1,0,48.16164383561644,-5.2164383561643834
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-18181.0,-351,1,1,1,0,Laborers,1,0,49.81095890410959,-0.9616438356164384
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898.0,-7310,1,1,1,0,Core staff,1,0,46.295890410958904,-20.027397260273972
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243.0,-7260,1,1,1,0,High skill tech staff,3,0,41.76164383561644,-19.89041095890411
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192.0,-626,1,0,0,0,Drivers,4,0,38.88219178082192,-1.715068493150685
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20341.0,-6853,1,0,0,0,Laborers,2,0,55.728767123287675,-18.775342465753425
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13427.0,-458,1,1,0,0,Laborers,5,0,36.78630136986301,-1.2547945205479452
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-15050.0,-1628,1,0,0,0,Managers,3,0,41.23287671232877,-4.46027397260274
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439.0,-6094,1,1,0,0,Core staff,4,0,39.558904109589044,-16.695890410958903
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992.0,-734,1,1,1,0,Drivers,2,0,35.59452054794521,-2.010958904109589
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11822.0,-657,1,1,0,0,Laborers,3,0,32.38904109589041,-1.8
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235.0,-2700,1,0,1,0,Core staff,2,0,47.21917808219178,-7.397260273972603
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116.0,-880,1,0,0,0,Laborers,3,0,27.715068493150685,-2.410958904109589
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-11061.0,-157,1,1,1,0,High skill tech staff,1,0,30.304109589041097,-0.4301369863013699
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998.0,-1497,1,0,0,0,Managers,1,0,32.87123287671233,-4.101369863013699
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366.0,-1266,1,1,1,0,Drivers,2,0,42.0986301369863,-3.4684931506849317
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1,0,29.205479452054796,-5.301369863013699
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390.0,-515,1,0,1,0,Sales staff,2,0,31.205479452054796,-1.4109589041095891
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351.0,-1023,1,0,0,0,Laborers,2,0,53.016438356164386,-2.802739726027397
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516.0,-2129,1,1,1,0,Low-skill Laborers,2,0,50.728767123287675,-5.832876712328767
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-10932.0,-575,1,0,0,0,Secretaries,1,0,29.95068493150685,-1.5753424657534247
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617.0,-3262,1,1,1,1,Private service staff,1,0,48.26575342465753,-8.936986301369863
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-8247.0,-430,1,1,0,1,Sales staff,2,0,22.594520547945205,-1.178082191780822
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981.0,-1866,1,0,0,1,Laborers,2,0,27.345205479452055,-5.112328767123287
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425.0,-4568,1,1,1,0,Laborers,2,0,39.52054794520548,-12.515068493150684
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188.0,-309,1,1,1,1,Sales staff,2,0,44.35068493150685,-0.8465753424657534
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-22100.0,-578,1,0,0,1,Managers,2,0,60.54794520547945,-1.5835616438356164
